assignment_time_generic,assignment_time_ontology,match_accuracy_generic,match_accuracy_ontology
2.2557477586797754,1.8653517603291643,57.57723634873763,87.87230590598489
3.0889381786334345,2.2602784178083293,61.071598435202844,92.64315645835923
2.803191399220797,2.305445162765553,75.08716642106802,95.18184971312569
2.0874821144327633,1.7901857752179442,73.65232481212263,93.82316565173099
2.4585598992125854,2.2324694968810954,59.12576054380423,98.47125540051553
3.3505746148388607,1.5294500560248347,65.670615000545,90.50071062170242
1.7193283026427704,2.0292023278503337,71.22727225503887,95.66829727570853
2.518434948457529,1.7497255921164974,70.79420887386523,84.68365951809088
3.1963745034822137,1.8476901979408544,58.47428009702887,93.81725850950058
2.3433038390939593,1.7071767943566951,69.98605906119944,88.95664095543485
2.418445539351178,2.256087918601695,64.69209895197014,89.23997909860303
2.6521164124252437,2.25616234112956,75.71187422017007,96.11266054544342
3.286555850449715,1.8826398664001667,67.17890338682868,94.25887494512125
2.4344392013261396,2.2026746919330793,70.59165356957585,89.14341854452525
2.5124072161415736,2.1683817659406124,67.73436429436525,101.38503573531295
2.516259489752593,2.051464473699967,72.4653112079409,95.5647336445128
3.5723720330901823,2.737451059875073,63.71477653184074,87.91203817813731
3.5647144355895146,1.8377364148580417,72.47634509754175,78.99720097114435
3.091621559151551,2.094291527213941,75.774673202045,91.15015372987918
2.8444745596699423,1.9752838912113322,79.59691995223139,88.14025175639273
2.984947430358497,1.9784659956108734,78.06111662683855,87.08057605410426
3.28629281126032,2.137823601227444,65.12965681452877,87.66974528484879
2.3156664526390434,2.0016812899431065,71.92061331315836,90.58909130177399
3.160331617912841,1.8318719719723284,73.32573314967499,95.81710630900625
2.188447732900395,2.127268249387919,71.99927361763109,85.48856798359387
2.4348993990186356,2.4446994940261955,72.99621865106613,89.58328843802656
3.0528420783201202,2.3728299139935496,70.98605604291726,88.99211996630534
2.118527719909612,2.150913346522613,65.0739420126158,86.19301901769977
2.6339725119245334,1.8693809558603212,69.66337437592563,91.16583103270106
2.3452980416561258,2.1459288801198406,73.56539887792917,97.87450102705637
2.5877522517877614,2.4153929070037816,71.21579289870769,92.67280375364838
1.5705643578157102,2.447356778698096,61.71224361842248,90.22001287551376
1.9813867581960611,2.1979061178699184,63.04652851182547,87.92548018418357
2.410049106160833,1.9806928399501345,65.90362613787369,90.11054307281431
3.060984972703433,2.0291741751701386,67.15063764057936,82.17105673644853
2.620545726883914,2.3216137782015513,69.35936669326352,89.62919903200988
2.6911383663587243,2.295903864461375,62.4397235298442,89.03015106696495
2.965289084440914,1.5626901163586049,73.24923058804838,92.04808764351154
2.338185462796379,2.287585269437683,57.0688576219531,94.16827115125395
2.803450929522916,2.303386502008858,71.62508028625045,93.25398240080314
2.3678533927737537,1.823842572498418,71.48985390848213,89.3062824632233
1.998932202351757,1.8605056651328955,72.32900179021293,87.5716582893672
2.5336400824979597,1.8628507705647093,49.69137543915954,87.07673117148178
2.919522344962023,1.8859211592431457,60.169419545061544,86.38232344395112
2.8254356203999205,1.6649751238417296,66.24855429381718,87.13220822918274
2.685267802208472,2.183927578865584,69.42652043060966,89.34592656144628
3.6469461063750903,1.8542841803697467,67.90351244727971,84.40886577956577
2.8551648641235117,2.068884849172613,63.43614574017913,91.89452866113282
3.0814944023749384,1.9407293650853013,76.2265683192944,89.41171757751394
3.5852573353991812,2.166553256419007,70.37657994749536,86.14301418306152
2.1723658707355002,1.7868148891784146,65.99199499517862,87.01941646741017
2.2744847159180184,2.16357961246894,62.37581366493234,93.67509550571515
3.3874848900491723,2.2069343047831076,68.8161010684953,93.96868978327211
2.3707749059035748,2.3382783755595886,76.07807268868483,100.64924575822738
2.701873292121332,2.680330726817197,68.61459694728619,92.45205278900846
3.117726387769739,1.4623694689237343,68.20451065765418,86.85977692560674
3.0462825565172684,2.186094300311941,68.80432260733373,86.65484398360195
3.3919544727924436,1.8772511475179778,69.13575679288414,91.65118492945945
3.2882576548133877,1.5124823981266518,66.97756189472982,93.52536493904917
3.1177570678822946,2.3424891869919966,62.465584467864026,96.23485941308171
2.3809165143011235,2.4896599651684714,77.7269872856146,85.96598331095677
3.007945067117287,1.9725116868502226,72.28870487378441,90.35440820737391
2.815708797802747,2.153274888866603,81.31451371864398,84.67283367966779
2.1594938160238177,2.070776977951053,71.435091246002,91.60943613277024
3.256919618590741,2.2202593004279585,66.98911914462896,85.33970948262818
3.0128946138314268,2.354160724677079,62.63039624693528,96.44873461107352
2.708196032252439,2.193481200708019,66.38702578973638,86.39892948897844
2.5967631756062346,2.1937309788380475,61.367047994330974,92.64110147739089
2.210679542119685,2.46792096286149,81.19682812421726,90.58008097676789
2.769809629423453,2.0406013333470145,68.29610657206459,90.1208807373951
2.8773756477782575,2.3669193713896846,73.19494530940689,81.78077012711006
2.357538006302688,1.8433998733425443,74.26800880048492,89.49003689288192
3.154881619639812,2.5721254840150105,74.99358230803215,85.49202104705317
2.2511187814067863,2.3113476177118715,83.94200568017811,87.26749965214455
