checkin_baseline,checkin_dt,efficiency_baseline,efficiency_dt,satisfaction_baseline,satisfaction_dt
7.396056983613479,5.759419892927402,68.05914428012296,79.29501581479235,74.19618261467883,87.132089176516
6.634082838594578,5.332170314621492,70.60631038056552,82.6467679655056,78.44086220641067,87.02236779897974
7.577226245720831,4.553667332928157,67.49638437920018,84.07646229305074,78.69188604742668,82.05612026126894
8.62763582768963,3.9177569000649832,69.82178465773261,91.44060050348861,81.01041476380136,87.47866629070468
6.519015950331997,5.128400982252231,62.21064959862183,87.18096999850803,71.62902234726778,91.41146760274046
6.5190356516609835,4.854136846879575,72.3238097953901,81.12645897888035,81.62209309662138,83.98534115941587
8.69505537860887,5.305673898024959,71.30578628173868,86.95531612613644,64.80760267882584,92.5793858088872
7.72092167498349,5.0716546215137726,67.37797457087268,80.44862723539724,75.38758878294456,90.50476683801206
6.236630736878057,5.444597443787401,74.46437920847553,88.86461137243865,76.10980340349711,85.98333670870716
7.451072052303157,4.018288309595489,75.80033666060747,83.89240111418279,81.8299668129633,88.17634034184996
6.243898768625045,5.685654659070893,63.58371265102892,85.10036419603466,78.71541734865202,94.61379068827182
6.241124295715691,4.67783964422316,67.63892106288218,89.64254927213501,71.43162842533293,91.41412690997171
7.090354725879241,6.367734785362739,67.60811672102096,81.28107658053041,73.57653505833322,88.73249952312315
4.504063706410642,3.879730963719389,66.78846511467745,80.92922180763843,79.61326804869176,87.82057172724436
4.730098600984361,6.062367422848725,75.2814792412724,83.53248215569279,78.19675655649075,88.98345356067114
6.125254964910833,4.678119705116383,70.36963453389055,88.72281232326182,75.64646704085769,86.80647483561349
5.584602655598691,3.9137237967469964,70.03032876170907,80.5380925584741,76.1477476734889,80.91242682883964
7.177096799114328,4.064502749351111,61.68146065084758,76.33710208604619,82.15045678551238,96.2560582689785
5.710371109374547,4.211687422625112,74.35000654500428,83.95629165309121,75.959767878367,89.2747024970378
5.10523555839765,4.881749351761725,65.35155970470333,87.16557055971495,78.15073465545171,90.17314488095339
8.558778522705865,4.9705519392319495,71.58767662527838,89.24083759916427,89.66667659921076,88.48574132545544
6.529068439416157,3.983669996455279,72.63140930219932,83.91788364132672,71.33921855189199,85.98006783731903
6.881033845625509,4.478080866965115,77.83116126002552,84.0834348572288,69.15560206896923,88.01207942048956
5.090302176543852,6.4280433227506775,65.01766208422826,89.0924823496184,82.5963072904729,82.78223937988105
6.146740730569781,6.05478885309064,56.806341652060034,79.41682656097466,75.13892038740006,97.12522004279722
6.933107107651839,4.892691302706629,72.18247781481773,84.15673351941437,76.97698860851263,84.13230560583713
5.418807707093237,4.53420313035138,79.9424536712521,86.0093564477602,74.6161024715313,84.88172474976544
7.2508376220148065,4.608028194046435,77.24694249410929,86.83749990811212,77.27501928208568,87.07104094377033
6.079233572097434,5.052166175457375,72.3063651933182,83.76861858178918,86.75254437169133,93.46588018195379
6.449967500248068,3.579486691321435,68.94014630896616,85.51021123745869,82.6908551389524,88.75368329727182
6.077952065324723,4.26836111631899,75.17418846385908,77.43735246907843,82.99733991062358,84.1262975546873
9.022733821410725,2.998274333510169,66.62697824141854,83.29360508053169,71.3772420154575,93.34105193480215
6.783803330314479,4.8593008103447515,73.58651729290985,86.8512278801743,72.72911594358037,91.40470231910628
5.53074688525292,5.082476345732467,73.7262567639998,82.25665909038503,64.12069883662431,90.69220934170087
7.787053894523827,4.065132183930563,76.38900755599462,85.58874950908671,74.47215781247795,91.34821669233212
5.334987620034774,5.9165880869610294,84.54636818677317,86.82999200256864,83.47918625056685,97.55913903215507
7.050636314005707,3.396810903297893,73.18359664245808,84.30384255725515,81.23642723031668,96.78485111163361
4.448395851344269,3.1820626078111616,68.856974596604,85.94548406718903,77.47028235894416,86.15915323088781
5.206176741321883,4.702006636703975,71.17724330147843,82.31925579108925,78.48626855303792,94.70837447340126
7.036233483042948,5.442388472350939,62.80843565653223,84.73884390497265,75.08668373286542,90.11772230210794
7.686159895994493,6.0155349223120815,67.96537697077252,87.35269174268552,79.64427030024909,90.54665451970968
7.005641937427964,4.087004163417954,69.3354442970571,85.90231347509899,82.50597922535113,82.43859792291968
6.6612220611341115,5.470812750088166,68.78437568991396,83.52309993739541,70.35897738420658,88.06957266806367
6.438675565292853,4.465342377449364,72.03130338576186,86.11749249373054,80.12820320797047,85.69255271575472
5.025773611559087,4.344635430053263,67.35238432456543,87.68675133003718,83.3554178418688,91.76381761510525
5.936186949926349,5.295293943738005,76.68094720315746,78.84018790855208,76.4829885262868,92.66299785149039
6.2472334748482545,5.087090590572077,71.30099391160735,89.10903700785887,82.17357312181497,81.02440050123965
8.068546671462698,3.0812470587141756,71.25535845853464,84.32398483622057,92.95473766681002,88.6184710031842
7.2123419474821535,5.828886314753307,69.72610536073799,86.76156778636874,78.06785175576684,92.85088756773874
4.684351813564719,5.7420822187327065,72.04491528252309,89.23119015566473,80.60586595502714,88.00928783944026
7.188900763273754,3.9369935686414235,75.26047167040464,81.01064416886251,74.8359088733269,91.39753548650876
6.33790126350042,4.856223180093668,67.13777496458768,83.12978879223186,79.52438092927045,89.99931223022021
5.987693599632849,4.944627167654465,68.14104085243876,84.47664417319776,80.94738528740974,89.96414285822472
7.534011546609041,4.734606389241517,69.84211506187201,82.89198873240184,79.5936959353777,87.6961345811473
8.03719942699514,4.004725361539122,64.83981956732856,90.9517970426778,73.39955386948482,84.19865102469788
7.917536142939438,3.8955389688557536,67.3675622733368,82.65832929975427,79.65244503375979,84.5503384545274
5.792938972132834,4.4770013361076995,69.01413980698564,83.62225030564203,86.05719928745994,91.32460430348468
6.428945148978542,5.555456117333428,75.49706806742108,86.05404490112953,80.88804239902409,88.77199554541987
7.197516117684277,4.989240139134989,72.56029437920924,81.55312151655652,83.50613466426638,88.18750469495328
7.970654152546831,4.166447101122505,72.22923157456421,84.13382172237996,77.3912389529356,87.1316068434073
6.224990914585652,5.19452883958351,75.38431021840627,86.41585043600057,82.42449122106092,87.57080127172122
6.57720922800342,1.936311641432932,70.64061541568289,84.33484670597596,80.02426597490428,92.57357363960612
5.472398031192766,5.533889130334893,73.17423127965867,85.10116205152018,73.75035527859511,87.4595968970883
5.364552051103195,2.9342575990997104,70.80453558592401,83.70613724016522,80.22445712447426,83.73806056078419
7.775030986873038,4.173803152737181,72.57373927711821,80.55369501062155,73.54234701645441,91.45151156949865
8.427488034284988,3.4922970948364704,68.5027584434644,86.42909827628557,75.37231059808755,87.94195634370055
6.713587854103599,3.3347866718511847,59.593677640273135,91.01578582927118,79.5655743671911,88.81616470247127
8.00423947747043,5.544744108640668,70.65546002150573,85.458885218507,80.11594579423863,94.64803973367819
7.233963230057161,4.0790689188192975,78.12919105327971,86.12084517519216,72.53491442810663,88.62392593780312
6.025856294473851,4.811853493557644,75.74583393075964,87.61671281637396,83.97532743303266,89.7699795905393
7.233674726610096,4.457771479008734,75.93390792603762,81.33814241105057,81.51723201933241,84.3379830821962
8.645643879759163,4.92933674450081,77.23342746466984,90.84804690601474,75.00588497838449,87.88722302630146
6.757008753068058,4.56913970195423,71.7255564366149,86.04745214855298,70.7583175381092,90.95524636727183
8.677572386976808,3.345306998230287,72.24711539554686,90.62194207708515,77.8609866466847,82.9451171847874
3.6563058750923068,5.396640137502426,68.33527090191512,83.05429441432324,76.32568705930808,89.44312684452812
7.786283005250269,4.0556190751548185,69.78285029107016,91.21779815218504,79.17701633097042,89.07292696878578
6.904456481885806,3.0990762912062237,74.25570151890147,87.88049758091131,76.74810502810661,88.85276358567353
6.441191179440959,4.114696355130679,77.07864529841032,87.16972827472755,68.36197001020045,92.5374879250355
6.910112931842603,5.85068381157088,70.6306578767312,86.14887825393008,76.61943061466408,89.93742250493953
4.414917302478928,5.265199567902144,69.13909152871322,84.60470842216176,77.0413425335516,94.16886602391885
6.536393734594985,4.186213079032926,71.30253420251167,89.2417013071164,81.8316712263477,85.02371879230206
7.228535085814095,4.185668066113414,74.18579239485975,85.84915158351376,75.03918165948365,89.20292089870789
8.573472853689818,4.210528453904356,64.36949688255899,79.10537694852111,87.16124083420009,89.0125271096428
6.178075738071623,6.369073185204757,60.27833142494126,81.8250033225376,68.85063319167604,84.7437583731062
5.8298076765281746,4.843741907008398,68.65742312244039,84.80529359298322,85.28695423879338,92.23829150773798
6.197891547698556,4.887037482471962,65.44058035561204,86.39199674612978,77.45597324852166,97.30129123165543
7.898482541242489,5.427255108628658,68.8609270512929,85.21891683552033,82.98388284895213,88.63707752440983
7.1945013315916215,4.714910243123862,70.59065446967614,89.30070652733973,79.00698756869953,90.56857802661294
6.164287755479553,4.266862068761367,69.12440763668954,79.1564740350764,84.41173323372989,89.01271836051671
7.415920919736027,4.32328513582352,78.27184416545957,85.85948139681652,76.62445398078066,86.05973672134346
6.916493059217649,4.435558866527343,72.86837487009113,79.5824664787611,72.99703583159315,81.96318697213255
7.962373988639467,4.466499987141143,72.74227692613198,87.83107934554934,85.84457186508241,86.08863811254716
5.957536287347177,5.154866589273282,74.28659429140832,85.0977321137856,78.02124870600107,83.54975399047859
6.406805424082678,4.546751297226569,65.8336010346523,86.74275191047718,79.72994821548347,95.00517768881873
6.329470216241411,5.159376069494021,76.28773657961729,82.63557452611275,84.89723476162845,88.27409413248402
5.0437820622414575,4.427355077902276,70.93633142462978,89.4942877813048,73.33702826531838,87.42009848252547
7.155344332477491,4.570771671284482,74.51830696275782,88.73351892498833,81.6370035779602,91.98986915171488
7.113266326615867,2.701619383921103,66.15508528140725,87.26734176963805,75.59153674203925,84.54952091943322
6.806136147970953,5.324694907232233,63.84195792312289,84.985544810037,77.9259362862137,85.86260305938316
6.518495439949824,4.811839628308194,75.22587035852014,87.25554331294443,78.96862272345987,88.9518673962199
5.101555109539503,5.3982090988736875,73.10676572526808,83.13794378244049,70.94886850662063,92.50644526826689
6.295225612681569,1.8933701596256798,66.97015253908395,88.13777810886629,74.62793108161577,90.55623466712451
6.388742580167876,6.379537234302655,67.12561720988147,90.67833886183655,85.490471751307,89.61880302730877
5.837267276934057,4.374369334660344,76.70208696519089,88.8259537919334,83.11957506178246,88.98903562037326
6.606457146000789,5.497364535063765,65.59082291423682,83.0652720966163,78.28053815563109,90.18087266544907
7.2848610281774455,3.564084665587022,79.18483017562862,86.55653541527394,79.83992963841575,89.44611574897824
9.063423081452637,5.051496514556312,66.97702047369023,81.26194705997233,77.09936322125407,84.88910258332534
